Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Denmark,,7.40000009536743,,7.40000009536743,6.59999990463257,6.59999990463257,5.80000019073486,5.69999980926514,5.69999980926514,5.59999990463257,5.5,5.59999990463257,5.09999990463257,5.09999990463257,5,4.40000009536743,4,3.70000004768372,3.59999990463257,3.29999995231628,3.29999995231628,3.29999995231628,3.20000004768372,3.09999990463257,3.09999990463257,3.09999990463257,3,2.90000009536743
Dominica,,,,,,,,,,28.2000007629394,,30.7999992370606,,,,,,23.7000007629395,,27.2000007629395,,21,,,,,,
Dominican Rep.,,,,,,,,,,,,,,,,,19.7999992370605,19.7000007629395,,,15.8999996185303,,,13.6999998092651,14.8000001907349,14.6000003814697,,
Ecuador,,,,,,,,,6.40000009536743,6.90000009536743,,,6.59999990463257,7.30000019073486,,,6.59999990463257,6.80000019073486,,7.5,8.5,7.69999980926514,8.60000038146973,9.10000038146973,9.30000019073486,8.30000019073486,8.30000019073486,
Egypt,42.4000015258789,40.2999992370606,39.0999984741211,41,40.5999984741211,,,,,42.4000015258789,39,31.2999992370606,38.4000015258789,35.2999992370606,35.2000007629394,34,31.2000007629394,31.2999992370606,29.7999992370606,28.7000007629394,29.6000003814697,28.5,27.5,29.8999996185303,31.7999992370606,30.8999996185303,31.2000007629394,
El Salvador,37.5,,,,,34.0999984741211,1.60000002384186,,8.10000038146973,10.1999998092651,,10.3999996185303,35.7999992370606,,28,25.6000003814697,28.1000003814697,25,25.1000003814697,22.1000003814697,21.6000003814697,21.7999992370605,19.7000007629395,18.2000007629395,19.1000003814697,20,18.8999996185303,
Equatorial Guinea,,,,76.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,21.2000007629395,21,19.2999992370605,18.1000003814697,16,14.1999998092651,10.1999998092651,9.69999980926514,9.19999980926514,8.89999961853027,8.10000038146973,7.19999980926514,6.90000009536743,7,6.19999980926514,5.90000009536743,5.30000019073486,5,4.69999980926514
Ethiopia,,,,,,,,,,,,,,,89.3000030517578,,,,,,,,,,7.90000009536743,80.1999969482422,8.60000038146973,
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,11.1000003814697,,
Finland,13.3000001907349,12.8000001907349,13,12.5,12,11.3999996185303,10.8000001907349,10.1999998092651,9.69999980926514,9.19999980926514,8.89999961853027,8.89999961853027,9,8.89999961853027,8.69999980926514,8.10000038146973,7.5,7,6.5,6.30000019073486,6.09999990463257,5.69999980926514,5.40000009536743,5.09999990463257,5,4.80000019073486,4.69999980926514,4.5
France,8.39999961853027,8.10000038146973,7.80000019073486,7.59999990463257,7.40000009536743,7.09999990463257,6.90000009536743,6.59999990463257,6.30000019073486,5.90000009536743,5.59999990463257,5.30000019073486,5.19999980926514,5,4.69999980926514,,,,,,,,,4.19999980926514,3.79999995231628,3.59999990463257,3.70000004768372,3.40000009536743
Gabon,,,,,,,,,,,,,,41.5999984741211,,,,,,,,,,,,,,
Gambia,,,,,,,,,,,,,,64.6999969482422,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,48.5,52.2000007629394,52.0999984741211,52.7999992370606,53.7999992370606,54.9000015258789,54,54.2999992370606,55.2999992370606,53.4000015258789
Germany,,,,,,,,,,,,4.09999990463257,3.79999995231628,3.5,3.29999995231628,3.09999990463257,3,2.90000009536743,2.79999995231628,2.79999995231628,2.59999990463257,2.59999990463257,2.5,2.5,2.40000009536743,2.40000009536743,2.29999995231628,2.29999995231628
East Germany,,,,,,,,,,,,6.80000019073486,4.90000009536743,4.19999980926514,3.90000009536743,,,,,,,,,,,,,
Ghana,,,,,,,,,,,,,62,,,,,,,55,,,,,,,,
Gibraltar,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Greece,,30.7000007629394,28.8999996185303,30,29.3999996185303,28.8999996185303,28.5,27,26.6000003814697,25.2999992370605,23.8999996185303,22.2000007629395,21.8999996185303,21.2999992370605,20.7999992370605,20.3999996185303,20.2999992370605,19.7999992370605,17.8999996185303,17.5,17.3999996185303,16.1000003814697,15.5,15.3000001907349,12.6000003814697,12.3999996185303,12,11.6000003814697
Grenada,,,,,,,,,19.7999992370605,,,,,,19.3999996185303,,15.5,,13.8000001907349,,,,,,,,,
Guadeloupe,27.1000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,50.7999992370606,50.7999992370606,,,,,51.9000015258789,,,12.8999996185303,13.6000003814697,,,52.2000007629394,,,,37.5999984741211,,36.4000015258789,,38.7000007629394,,,,33.2000007629394,
Guinea,,,,,,,,,,,,,,,76,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,27.8999996185303,,,,,21.3999996185303,,,,,
Haiti,67.5,66.6999969482422,65.4000015258789,65.4000015258789,,,,,66.1999969482422,,65.5999984741211,,,,,,,,,50.5,,,,,,,,
